image,id,choice,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,city,height,width,r_mean,g_mean,b_mean,r_std,g_std,b_std,md5,label
2701.jpg,2701,"{""choices"": [""b_left"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,1,Саратов,720,1280,0.5764960511982569,0.5361321997549019,0.5308704554738565,0.23825386721702785,0.23331942423254265,0.2160466834520957,e594640abf5ce39b26f5e9244a14b167,"[{""x"": 34.192815500685874, ""y"": 39.04836000429076, ""width"": 5.304783950617282, ""height"": 8.18992208374778, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 26.905435528120716, ""y"": 51.523706434185634, ""width"": 3.6436899862825802, ""height"": 2.285559651278451, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 34.94298696844993, ""y"": 54.19019269401049, ""width"": 3.5901063100137205, ""height"": 2.285559651278451, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 45.5525548696845, ""y"": 32.667839311138415, ""width"": 4.768947187928673, ""height"": 16.95123408031517, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 44.05221193415639, ""y"": 32.477376006865214, ""width"": 1.9290123456790147, ""height"": 2.5712546076882536, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 35.90749314128944, ""y"": 32.57260765900181, ""width"": 1.7146776406035693, ""height"": 1.3332431299124325, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 39.39043209876544, ""y"": 32.38214435472861, ""width"": 1.3931755829903978, ""height"": 1.0475481735026237, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]"
2702.jpg,2702,"{""choices"": [""back"", ""labeled"", ""damaged""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,1,Саратов,1280,720,0.6695113272739651,0.6300502621187363,0.634990217354303,0.2361067063289509,0.2501871879273444,0.23801790929288955,12d055f588238afcdfd2d40675bf57f6,"[{""x"": 26.25, ""y"": 35.15625, ""width"": 8.75, ""height"": 0.9375, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 720, ""original_height"": 1280}]"
2703.jpg,2703,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Саратов,590,1280,0.391033758100698,0.4050935890245929,0.4348115445330675,0.19880658358001216,0.19636261830379848,0.2003727130731209,3ef1115a3af9b3aaf45823606db233d7,"[{""x"": 44.8, ""y"": 22.54335260115607, ""width"": 19.733333333333334, ""height"": 22.832369942196532, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 590}]"
2704.jpg,2704,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Саратов,590,1280,0.4178973392323032,0.4353281821203057,0.4710346979893654,0.20177872371111785,0.19762655714530125,0.19990406474708872,00e6c64837992529bda0c1def471de3b,"[{""x"": 42.93333333333333, ""y"": 16.76300578034682, ""width"": 20.533333333333335, ""height"": 23.121387283236995, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 590}]"
2705.jpg,2705,"{""choices"": [""interior"", ""dirty""]}",0,0,0,0,0,0,0,0,1,0,0,1,0,0,Саратов,590,1280,0.43668810235958794,0.4405164298770357,0.4483726684529745,0.2389153313519595,0.2551031003815576,0.2599060300730578,a1f90afc944cb104f7ec3589e38a012a,"[{""x"": 52, ""y"": 80.92485549132948, ""width"": 11.466666666666667, ""height"": 13.00578034682081, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 31.066666666666666, ""y"": 89.88439306358381, ""width"": 6.4, ""height"": 9.826589595375722, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 63.6, ""y"": 22.832369942196532, ""width"": 6.266666666666667, ""height"": 13.294797687861271, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 69.06666666666666, ""y"": 54.04624277456647, ""width"": 7.066666666666666, ""height"": 8.959537572254336, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 66, ""y"": 82.65895953757226, ""width"": 9.733333333333333, ""height"": 17.341040462427745, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}]"
2706.jpg,2706,"{""choices"": [""interior"", ""dirty""]}",0,0,0,0,0,0,0,0,1,0,0,1,0,0,Саратов,590,1280,0.5218110304503156,0.5422026680375539,0.5520202829012961,0.3032400630714244,0.299923194868851,0.3115189806641676,3849b4f7b61aaad4a759d8e3dd698d96,"[{""x"": 42.4, ""y"": 69.36416184971098, ""width"": 14, ""height"": 14.16184971098266, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 60.53333333333333, ""y"": 29.76878612716763, ""width"": 3.8666666666666667, ""height"": 5.491329479768786, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 72.93333333333334, ""y"": 10.404624277456648, ""width"": 9.066666666666666, ""height"": 63.005780346820806, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 75.46666666666667, ""y"": 43.93063583815029, ""width"": 24.266666666666666, ""height"": 18.208092485549127, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2707.jpg,2707,"{""choices"": [""b_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,0,1,0,0,0,0,1,1,Саратов,590,1280,0.4834171184363577,0.4956049351944169,0.5173478730475242,0.19480134105136526,0.19560877328285728,0.20072631567953966,b4001d93a0610b71713bcfb0f84c0636,"[{""x"": 53.78086419753086, ""y"": 16.381663455362876, ""width"": 6.7901234567901225, ""height"": 28.266163562406337, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 56.55864197530864, ""y"": 51.5052986512524, ""width"": 3.240740740740739, ""height"": 6.188450010704346, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 57.63888888888889, ""y"": 46.82214729180047, ""width"": 0.8487654320987607, ""height"": 4.683151359451935, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 51.23456790123457, ""y"": 53.679618925283656, ""width"": 2.0833333333333335, ""height"": 3.177852708199532, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 43.904320987654316, ""y"": 35.783290515949474, ""width"": 2.3919753086419786, ""height"": 4.181385142367803, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 46.296296296296305, ""y"": 36.452312138728324, ""width"": 3.16358024691358, ""height"": 10.537090558766852, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2708.jpg,2708,"{""choices"": [""b_left"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,1,Саратов,590,1280,0.5249601144483216,0.5279110740694584,0.5391991940844133,0.2598085673626946,0.2470215613315509,0.2474480095852952,891fd88b04b807f10152d6e5d1c7f8ce,"[{""x"": 42.36111111111111, ""y"": 20.8975594091201, ""width"": 14.351851851851896, ""height"": 32.94931492185827, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 27.932098765432098, ""y"": 23.40639049454078, ""width"": 9.722222222222221, ""height"": 27.597141939627484, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2709.jpg,2709,"{""choices"": [""f_left"", ""labeled"", ""damaged""]}",0,0,0,0,1,0,0,0,0,0,0,0,1,1,Саратов,590,1280,0.4924019452060482,0.4854342026005318,0.4948120949651046,0.2579877783083048,0.2445155189600597,0.26067970744989105,74f47b69cb73fc4cb5a6e9559da04e2b,"[{""x"": 63.348765432098766, ""y"": 19.392260757867692, ""width"": 7.021604938271608, ""height"": 17.06005138086063, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2710.jpg,2710,"{""choices"": [""f_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,1,0,0,0,0,0,0,1,1,Саратов,590,1280,0.4917928402293119,0.4783054378531074,0.4902875176553673,0.2612083679348017,0.24754656167185,0.2608529997701058,a5f85ca74e55f58e0583d7d80b274521,"[{""x"": 26.23456790123457, ""y"": 15.387497323913509, ""width"": 7.87037037037037, ""height"": 20.90692571183901, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 26.77469135802469, ""y"": 43.98817169770927, ""width"": 3.317901234567902, ""height"": 4.348640548062516, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 22.83950617283951, ""y"": 22.07771355170199, ""width"": 0.771604938271605, ""height"": 7.19198244487262, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 30.092592592592595, ""y"": 35.625401412973666, ""width"": 1.54320987654321, ""height"": 8.028259473346177, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2711.jpg,2711,"{""choices"": [""interior"", ""dirty""]}",0,0,0,0,0,0,0,0,1,0,0,1,0,0,Саратов,590,1280,0.4277724742439351,0.4565812302675306,0.4690610979561316,0.2477436153931268,0.24147203563501826,0.2492615682525729,62ad503e96bffdfc2fc87472a1406c3f,"[{""x"": 0, ""y"": 77.45664739884393, ""width"": 17.466666666666665, ""height"": 10.982658959537572, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 0.13333333333333333, ""y"": 64.45086705202313, ""width"": 5.2, ""height"": 14.45086705202312, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 0, ""y"": 2.8901734104046244, ""width"": 23.6, ""height"": 16.76300578034682, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 0.26666666666666666, ""y"": 42.774566473988436, ""width"": 22.666666666666668, ""height"": 16.184971098265898, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 18.533333333333335, ""y"": 18.786127167630056, ""width"": 7.066666666666666, ""height"": 40.7514450867052, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 43.06666666666667, ""y"": 35.26011560693642, ""width"": 4, ""height"": 5.202312138728324, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 53.333333333333336, ""y"": 65.02890173410404, ""width"": 2.1333333333333333, ""height"": 6.069364161849711, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 39.86666666666667, ""y"": 64.73988439306359, ""width"": 11.866666666666667, ""height"": 10.982658959537572, ""rotation"": 0, ""rectanglelabels"": [""dirt""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 28.933333333333334, ""y"": 30.057803468208093, ""width"": 10.133333333333333, ""height"": 23.410404624277458, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 590}]"
2712.jpg,2712,"{""choices"": [""trunk"", ""dirty""]}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,Саратов,590,1280,0.5133355662180126,0.5378493633682289,0.5501775662595547,0.21633082911636287,0.2237974031383054,0.23095964088602525,1d8a3d88c49dff729c4045423e192830,
2713.jpg,2713,"{""choices"": [""trunk"", ""dirty""]}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,Саратов,590,1280,0.5370215239697574,0.5655260053173811,0.5743219196576933,0.22428005785948327,0.22732432232955385,0.2343901445821435,53d5ce1a92780fcb295e52640431277c,
2714.jpg,2714,"{""choices"": [""right"", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Саратов,590,1280,0.4923711313974742,0.4943493841392493,0.5173322740112994,0.28791411344664075,0.2696577891083059,0.2692195738925307,36530a8a34a24bd9beedfa04218ce492,"[{""x"": 30, ""y"": 20.520231213872833, ""width"": 18.8, ""height"": 27.45664739884393, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 34.13333333333333, ""y"": 48.84393063583815, ""width"": 3.6, ""height"": 7.22543352601156, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 32.266666666666666, ""y"": 58.092485549132945, ""width"": 11.066666666666666, ""height"": 3.179190751445087, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 11.466666666666667, ""y"": 23.410404624277458, ""width"": 14.8, ""height"": 30.92485549132948, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2715.jpg,2715,back,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Саратов,590,1280,0.5434767987703558,0.5708033088235297,0.5758346574858756,0.19811244284597568,0.18913968429477573,0.19480409905722304,6fa3f56502cedda08f99d4241d2362cc,
2716.jpg,2716,"{""choices"": [""left"", ""labeled"", ""damaged""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,1,Саратов,590,1280,0.4481258412263212,0.4627710618145564,0.4862718303423066,0.28248241766551824,0.26374144961292223,0.2602472356828804,b5d40fbc9f52c2674885b651e4ba6f6d,"[{""x"": 65.46666666666667, ""y"": 25.722543352601157, ""width"": 11.733333333333333, ""height"": 23.69942196531792, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}, {""x"": 45.733333333333334, ""y"": 29.190751445086704, ""width"": 16.933333333333334, ""height"": 25.722543352601157, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 590}]"
2717.jpg,2717,front,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Саратов,590,1280,0.5043539174144235,0.4911850074775674,0.4940191976154871,0.2335212914221884,0.2284346598923939,0.260576130034376,d724c74956a8751062aeb175ab59e88d,
2718.jpg,2718,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Саратов,1280,960,0.409885467728758,0.4215890427134397,0.4200165664573122,0.1994629058032403,0.20737657477869686,0.2095144892662094,1bd1b0a32ed54f716ba81ccd0f9224ed,"[{""x"": 41.00135317997294, ""y"": 41.6243654822335, ""width"": 18.132611637347768, ""height"": 7.309644670050761, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 960, ""original_height"": 1280}]"
2719.jpg,2719,"{""choices"": [""f_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,1,0,0,0,0,0,0,1,1,Саратов,720,1280,0.4507005761505991,0.5150855417687907,0.5238177551402505,0.21122338824970774,0.18468237465719364,0.18194688557445185,72be07b54857aff27b630cf6f97cb6cf,"[{""x"": 19.466666666666665, ""y"": 19.66824644549763, ""width"": 1.2, ""height"": 4.028436018957346, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]"
2720.jpg,2720,"{""choices"": [""left"", ""labeled"", ""damaged""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,1,Саратов,720,1280,0.4917367493872549,0.5197632038058282,0.5617831946146512,0.2436968190816384,0.2423440171110701,0.2515955819230214,268d1f8d9fbcb476b58f13febbcd8d4f,"[{""x"": 66.53333333333333, ""y"": 26.303317535545023, ""width"": 19.066666666666666, ""height"": 26.540284360189574, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 43.333333333333336, ""y"": 49.052132701421804, ""width"": 7.733333333333333, ""height"": 2.843601895734597, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 52.666666666666664, ""y"": 66.82464454976304, ""width"": 6.666666666666667, ""height"": 1.8957345971563981, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]"
2721.jpg,2721,"{""choices"": [""f_left"", ""labeled"", ""damaged""]}",0,0,0,0,1,0,0,0,0,0,0,0,1,1,Саратов,720,1280,0.4488914079520698,0.515687487234477,0.5196141365400326,0.22191587366364807,0.21090324107011074,0.21691987523865247,9a0a10c3fc152af01c1e72270a29f132,"[{""x"": 78.00925925925927, ""y"": 34.64103914340881, ""width"": 4.938271604938276, ""height"": 3.0169387396875513, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 87.03703703703704, ""y"": 18.459276812357384, ""width"": 5.632716049382711, ""height"": 3.7026066350710902, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 91.5895061728395, ""y"": 22.84755134281201, ""width"": 1.6203703703703771, ""height"": 14.810426540284356, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]"
2722.jpg,2722,"{""choices"": [""b_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,0,1,0,0,0,0,1,1,Саратов,720,1280,0.4352994281045751,0.4789567589188453,0.5461914317810459,0.2115976609032844,0.22016900356290056,0.2295903761556133,4c0581c7a636752763da5e0e72e70550,"[{""x"": 54.32098765432098, ""y"": 12.342022116903635, ""width"": 3.16358024691358, ""height"": 17.004563805511676, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 61.574074074074076, ""y"": 9.050816219062664, ""width"": 3.472222222222225, ""height"": 7.95374758644901, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]"
2723.jpg,2723,interior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Саратов,720,1280,0.5420722826456973,0.547611617476852,0.5434646948188997,0.2415209005695505,0.2593555711956224,0.2617912799873171,be3bea419e88e202f1d92a8b2a7fa5da,"[{""x"": 45.333333333333336, ""y"": 44.07582938388626, ""width"": 6.266666666666667, ""height"": 8.530805687203792, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 57.86666666666667, ""y"": 23.696682464454977, ""width"": 10.8, ""height"": 11.374407582938389, ""rotation"": 0, ""rectanglelabels"": [""rubbish""], ""original_width"": 1280, ""original_height"": 720}]"
2724.jpg,2724,"{""choices"": [""back"", ""labeled""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,0,Саратов,720,1280,0.4034887493191722,0.4781037496595857,0.5579550823801741,0.2240934176769792,0.22204257330250307,0.2329323530853868,dbe3b5fdee50c2d3f5ef706e3b6a8662,
2725.jpg,2725,"{""choices"": [""right"", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Саратов,720,1280,0.4692254221132897,0.4895831971677561,0.5303168998502179,0.2669599776552165,0.2611911825347929,0.26340227396179233,95892c000ac4db34baaffe023f2c68e6,"[{""x"": 23.996913580246915, ""y"": 34.09250482710198, ""width"": 6.404320987654322, ""height"": 4.799675267684744, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}, {""x"": 15.895061728395062, ""y"": 38.2065121994032, ""width"": 2.777777777777779, ""height"": 9.462216956292783, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 720}]"
2726.jpg,2726,front,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Саратов,720,1280,0.4381939550994008,0.5013463882080611,0.5085875799972764,0.25275695286460104,0.2366718089408692,0.2331422188636625,46277c9566969bbacf4a3442ef4d722d,
2727.jpg,2727,trunk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Саратов,720,1280,0.4292954367510893,0.4874968894675926,0.5115775803376906,0.2218482400662051,0.23524480079910545,0.2516928517695745,abda3ae18c183805a9237c0bd035d5fb,
2728.jpg,2728,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Саратов,720,1280,0.39940079912173204,0.4124760646446077,0.4177606719771241,0.1644219592847237,0.1598113482698511,0.1654798605455986,51e7be1f6e4456e5cce8f9cebedd8732,"[{""x"": 49.733333333333334, ""y"": 22.98578199052133, ""width"": 16.8, ""height"": 15.402843601895734, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 720}]"
2729.jpg,2729,panel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Саратов,720,1280,0.4799470698869826,0.4902088950163399,0.4893320567810457,0.11758371075471973,0.1127461154398491,0.1189692608282738,9a619810c113552c5cbedb95aeedd3c2,"[{""x"": 51.0148849797023, ""y"": 31.73076923076923, ""width"": 19.621109607577807, ""height"": 18.75, ""rotation"": 0, ""rectanglelabels"": [""panel""], ""original_width"": 1280, ""original_height"": 720}]"
2730.jpg,2730,"{""choices"": [""right"", ""labeled"", ""damaged""]}",0,0,0,1,0,0,0,0,0,0,0,0,1,1,Саратов,960,1280,0.3660969892514297,0.4342151724622141,0.4747137746374591,0.2549101219220374,0.23336647581303085,0.2377430804653744,e7005054c7f750dd859b9c5f318381e2,"[{""x"": 32.8, ""y"": 42.62877442273535, ""width"": 1.8666666666666667, ""height"": 1.0657193605683837, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 36.666666666666664, ""y"": 42.62877442273535, ""width"": 3.466666666666667, ""height"": 1.0657193605683837, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 11.2, ""y"": 32.326820603907635, ""width"": 2, ""height"": 2.1314387211367674, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
2731.jpg,2731,"{""choices"": [""trunk"", ""dirty""]}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,Саратов,960,1280,0.4029633374183005,0.4531052517361111,0.4586046581392975,0.267787811473655,0.2888197421293605,0.2962418519693085,f9afaf67a25120bfa142bc6953113d99,
2732.jpg,2732,"{""choices"": [""b_left"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,1,0,0,0,0,0,1,1,Саратов,960,1280,0.3883002004187092,0.432852245455474,0.4651262191074346,0.28684912496051196,0.2541740934795751,0.2475369668041115,8321433be92e93abcfd59bc362a72e93,"[{""x"": 53.333333333333336, ""y"": 27.708703374777976, ""width"": 5.733333333333333, ""height"": 4.440497335701599, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 56.13333333333333, ""y"": 32.326820603907635, ""width"": 7.333333333333333, ""height"": 18.82770870337478, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 76.40000000000002, ""y"": 30.373001776198933, ""width"": 5.733333333333333, ""height"": 3.374777975133215, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 38.4, ""y"": 41.740674955595026, ""width"": 2.1333333333333333, ""height"": 3.019538188277087, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
2733.jpg,2733,"{""choices"": [""back"", ""labeled"", ""damaged""]}",0,1,0,0,0,0,0,0,0,0,0,0,1,1,Саратов,960,1280,0.33683246527777794,0.4080424294066586,0.4384354670904819,0.2860049167761813,0.2499751423256319,0.2471256257206417,44738cbbfc610073635a8b7ae24c88fc,"[{""x"": 38.13333333333333, ""y"": 30.373001776198933, ""width"": 6.4, ""height"": 3.730017761989343, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
2734.jpg,2734,"{""choices"": [""b_right"", ""labeled"", ""damaged""]}",0,0,0,0,0,0,0,1,0,0,0,0,1,1,Саратов,960,1280,0.3450059295853761,0.4184576152726714,0.4642257838031046,0.26025072394777365,0.2337786667868802,0.2357138405024679,28f7b018ad666ec60191eefabd74a157,"[{""x"": 4, ""y"": 28.063943161634104, ""width"": 2.4, ""height"": 3.197158081705151, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 32.13333333333333, ""y"": 27.708703374777976, ""width"": 2.4, ""height"": 3.197158081705151, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 50.53333333333333, ""y"": 37.300177619893425, ""width"": 3.7333333333333334, ""height"": 1.9538188277087034, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
2735.jpg,2735,"{""choices"": [""left"", ""labeled"", ""damaged""]}",0,0,1,0,0,0,0,0,0,0,0,0,1,1,Саратов,960,1280,0.41723982268688736,0.4597283783956293,0.4885953967524511,0.2813424270633409,0.2582964127668556,0.2560283940575133,6bd1d91c596521a8c0cde8eeadc4737b,"[{""x"": 52.8, ""y"": 36.9449378330373, ""width"": 5.333333333333333, ""height"": 3.730017761989343, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 78.26666666666667, ""y"": 19.715808170515096, ""width"": 8.533333333333333, ""height"": 4.440497335701599, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 87.6, ""y"": 24.156305506216697, ""width"": 5.733333333333333, ""height"": 17.05150976909414, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
2736.jpg,2736,"{""choices"": [""f_left"", ""labeled"", ""damaged""]}",0,0,0,0,1,0,0,0,0,0,0,0,1,1,Саратов,960,1280,0.3783731298508989,0.4552238338694854,0.4779766933466094,0.26397324996858873,0.2335564833104989,0.2321382995002457,a0d6190b42c87cc74364b0e51ea48c4a,"[{""x"": 67.2, ""y"": 30.373001776198933, ""width"": 2.533333333333333, ""height"": 2.841918294849023, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 75.73333333333333, ""y"": 16.518650088809945, ""width"": 3.6, ""height"": 3.374777975133215, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}, {""x"": 80.53333333333333, ""y"": 20.071047957371224, ""width"": 1.3333333333333333, ""height"": 9.946714031971581, ""rotation"": 0, ""rectanglelabels"": [""damage""], ""original_width"": 1280, ""original_height"": 960}]"
2737.jpg,2737,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Саратов,960,1280,0.34995450048509,0.4367047621783088,0.4589471443525325,0.2354587574205297,0.20524646248949066,0.20724328026988864,0fde0d3e70f8d6f2e067c4ba9295172d,
